created_at,id,author_id,text,name,location,username,clean_text,label
2022-02-28T20:11:01.000Z,387109201,387109201,@VodafoneUK 3310-iPhone 13-snake-Criminal minds,Jaiâ€™ðŸŒ¸,London'Child ,JaimieeLeigh,iphone snakecriminal minds,1
2022-03-02T14:57:03.000Z,260916617,260916617,@LanchburyJames @EE 3.9% but it's actually closer to 10%,Johnboy,Northamptonshire,johnboy2601,but its actually closer to,1
2022-03-03T10:12:59.000Z,17063083,17063083,3.9% increase in billing @EE . Going to have to consider a company that doesn't do in contract price rises in the future when this contract ends. Fed up with being taken for a cash cow,Richard Hyland ðŸ‡ºðŸ‡¦ðŸ‡¬ðŸ‡§,United Kingdom,richardhyland,increase in billing going to have to consider a company that doesnt do in contract price rises in the future when this contract ends fed up with being taken for a cash cow,-1.0
2022-03-01T18:52:58.000Z,11231372,11231372,"@VodafoneUK 43-minutes on hold now, call that customer service?!",Jeremy Baker,London borders,jbee68,minutes on hold now call that customer service,-1.0
2022-03-01T20:11:33.000Z,25468909,25468909,@VodafoneUK 45 minutes in a queue waiting for Vodafone to answer!!,Make Each Day Count!,"Manchester, England",onewishfortoday,minutes in a queue waiting for vodafone to answer,-1.0
2022-03-02T14:00:37.000Z,1270000000000000000,1270000000000000000,@EE Â£45 pm for a Google 6 phone lol? What a rip off ðŸ˜‚.,Cliff Lauri,"Farnborough, South East",CliffGlaurious,pm for a google phone lol what a rip off,-1.0
2022-02-28T23:45:59.000Z,54853427,54853427,"@VodafoneUK 6320i_x000D_
Flip 3_x000D_
Snake_x000D_
Angry birds",james halpin,"Towcester, England",halpinj007,ixd flip xd snakexd angry birds,1
2022-03-02T19:42:30.000Z,364318141,364318141,"@EE 9% rise in my billing this year??
Iâ€™m looking around!!!",Shaun Yates,lancashire/cheshire boarder,say1968,rise in my billing this year im looking around,-1.0
2022-03-01T20:53:30.000Z,1139074566,1139074566,"@VodafoneUK A beautiful walk up our country parks, knowing there will soon be lambs jumping around and daffodils blooming, perfect ðŸ¥° #VodafoneTreats https://t.co/HyEFlUkmHz",Lindsey,"Scotland, United Kingdom",Lindsey855,a beautiful walk up our country parks knowing there will soon be lambs jumping around and daffodils blooming perfect,1
2022-03-01T22:09:51.000Z,58914722,58914722,"@VodafoneUK A bracing walk on the beach at Southend on Sea, Britainâ€™s newest city! #SouthendCity https://t.co/0DVGOPbrWh",Maxine Trick Jones,"Chelmsford, Essex",MaxineTJones,a bracing walk on the beach at southend on sea britains newest city,1
2022-02-28T11:50:09.000Z,842293770,842293770,"A few tweets today... First of all @VodafoneUK have a great staff member working in @EldonSqNCL Steph made our experience fantastic, a credit to your company.",Jake (Geordie) âš«ï¸âšªï¸ðŸ¦ðŸ’œ,"North East, England",TheGeordieLion,a few tweets today first of all have a great staff member working in steph made our experience fantastic a credit to your company,1.0
2022-03-02T14:45:04.000Z,31836472,31836472,"A sad day today, as Iâ€™ve been with @EE for TWENTY FIVE YEARS (Including Orange), but they canâ€™t offer me a cheaper deal on my mobile. It seems thereâ€™s no point in being loyal nowadays! @ThreeUK @TheO2 shall we have a chat? #loyalty",Mr Paul Callaway,"Horley, Surrey, England",PaulUKTweeting,a sad day today as ive been with for twenty five years including orange but they cant offer me a cheaper deal on my mobile it seems theres no point in being loyal nowadays shall we have a chat,-1.0
2022-03-01T18:47:55.000Z,3332526250,3332526250,@VodafoneUK A spring adventure Iâ€™ve been on was a short trip to Iceland ðŸ‡®ðŸ‡¸ #VodafoneTreats it puts a spring in my step because we can travel again âœˆï¸ðŸ’• https://t.co/DwjzXdSNsD,ðŸŒ¸Alina PereiraðŸŒˆ,"ðŸ“London, England",allyrealm,a spring adventure ive been on was a short trip to iceland it puts a spring in my step because we can travel again,1
2022-03-01T17:14:11.000Z,98510809,98510809,"@VodafoneUK A spring break in Lanzarote, ideal after a UK winter. #VodafoneTreats https://t.co/fBvptYmamf",Michael Lee,boro,micmacmonkey,a spring break in lanzarote ideal after a uk winter,1
2022-03-01T17:32:03.000Z,937000000000000000,937000000000000000,"@VodafoneUK A spring walk several years ago near where I used to live, with a little camera magic. https://t.co/16uU07YpuV",Alice's dad ðŸ´ó §ó ¢ó ·ó ¬ó ³ó ¿ðŸ‡ºðŸ‡¦,"Wales, United Kingdom",BarryJohnWilli3,a spring walk several years ago near where i used to live with a little camera magic,1
2022-03-01T20:32:12.000Z,395801084,395801084,"@VodafoneUK A Vodafone Maxon MN1 in blue on Pay as you talk!_x000D_
Poco F1 Pro _x000D_
Snake_x000D_
Rupauls Drag Race Superstar _x000D_
#VodafoneTreats https://t.co/vg8JHTqhYq",ðŸ’ ðŸŽ® Nikki ðŸŽ® ðŸ’ ðŸ”œ PomÂ² #KupoCon,"South East, England",GlamandGeeky,a vodafone maxon mn in blue on pay as you talkxd poco f pro xd snakexd rupauls drag race superstar xd,1
2022-02-28T17:32:27.000Z,70453172,70453172,@VodafoneUK A Vodafone own brand phone. Came in baby pink or blue. Anyone remember what it was called? The Samsung E600. Snake. Roblox (blame my son!) #Vodafonetreats,Victoria,"Scotland, United Kingdom",Vickydoo,a vodafone own brand phone came in baby pink or blue anyone remember what it was called the samsung e snake roblox blame my son,1
2022-03-02T11:40:53.000Z,301345768,301345768,"@EE @mattrunback Absolute nonsense! You are increasing way above the rate of inflation 
I will be cancelling my contract with you",miss mcshane,"Holywood, Northern Ireland",msmcshane88,absolute nonsense you are increasing way above the rate of inflation i will be cancelling my contract with you,-1.0
2022-03-01T16:41:45.000Z,262676022,262676022,@Casey @VodafoneUK Absolutely ðŸ‘ŒðŸ¾,Tomi,"Worldwide, currently in London",GadgetsBoy,absolutely,1
2022-03-02T18:08:01.000Z,19985932,19985932,"After more years than I can remember (around 40), Iâ€™m leaving @EE as my phone provider! Itâ€™s really sad as I feel theyâ€™ve served me well, but they canâ€™t match the offers I found on @MartinSLewisâ€™s @MoneySavingExp sim only deals. ðŸ‘‹ #FirstWorldProblems",ð™½ðš’ðš”ðš”ðš’ â™ª,"Hertfordshire, UK ",NikkiLewis,after more years than i can remember around im leaving as my phone provider its really sad as i feel theyve served me well but they cant match the offers i found on sim only deals,-1.0
2022-03-02T18:01:19.000Z,1270000000000000000,1270000000000000000,After 'Theresa' paid the 'marked' cash into @HSBC Bromley Branch at 12.00 pm 1/3/2022 she called @metpoliceuk on a mobile phone purchased @EE in @TheGladesBrom using a credit card that same day. She accused two totally innocent people of drug dealing @BBC @ITV @SkyNews @GBNEWS,Joshua Solomon,"Bromley, London",JoshuaS87810426,after theresa paid the marked cash into bromley branch at pm she called on a mobile phone purchased in using a credit card that same day she accused two totally innocent people of drug dealing,1
2022-03-02T13:33:01.000Z,778000000000000000,778000000000000000,"@VodafoneUK  ðŸ‘‹ Afternoon there.

A colleague is selling her Galaxy S10e phone (released in March 2019), whose Vodafone contract has ended.

Is the phone now unlocked? (If not, will i be able to ask Vodafone to unlock it?)

Thanks! https://t.co/bZXChTH9y6",he7ix î¨€,Beneath you.,he7ix,afternoon there a colleague is selling her galaxy se phone released in march whose vodafone contract has ended is the phone now unlocked if not will i be able to ask vodafone to unlock it thanks,-1.0
2022-03-02T13:11:08.000Z,3022544991,3022544991,@EE again failing to follow up and returning my call. Iâ€™m sure Iâ€™ll hear from #EE once my direct debit has been rejected. #paymyrefund #Refund #4g #network #mobile,Alex Phillips - MD Nexus Recruitment,"London, England",AlexNexusMD,again failing to follow up and returning my call im sure ill hear from once my direct debit has been rejected,-1.0
2022-03-01T07:17:21.000Z,23945478,23945478,@billysastard1 @VodafoneUK Ah - you'd be right there. The 8110 is the one - 20-odd years ago - memory is going !,Mike French,"Fareham, Hampshire",MeonshoreMike,ah youd be right there the is the one odd years ago memory is going,1
2022-02-28T13:39:10.000Z,825000000000000000,825000000000000000,"All Four Mobile Network Operators Offer Support to Customers Affected by Events in #Ukraine _x000D_
@EE @VodafoneUK @ThreeUK @VMO2News https://t.co/qmxt6yAPOi https://t.co/Opbf1CzxMl",Mobile UK,United Kingdom,MobileUK_News,all four mobile network operators offer support to customers affected by events in xd,1
2022-03-02T13:21:27.000Z,50702336,50702336,All I have had all day are price increase emails. Something going to have to give here. #CostOfLivingCrisis  @EE @SkyUK are top of my hit list!! Cannot afford to keep paying for luxuries. I havenâ€™t had an increase for 5 years!!,Also Stu,Weymouth,stuinweymouth,all i have had all day are price increase emails something going to have to give here are top of my hit list cannot afford to keep paying for luxuries i havent had an increase for years,-1.0
2022-02-28T11:56:04.000Z,72018209,72018209,@VodafoneUK All sorted,Monsieur CacahuÃ¨te,"Toulouse, France",MonsieurCacahu1,all sorted,1
2022-02-28T22:12:56.000Z,23466314,23466314,@VodafoneUK All you need is #LOVE https://t.co/pRgTdBJoCX,CCðŸŒ»,"England, United Kingdom",CaramelClaudie,all you need is,1
2022-02-28T18:01:28.000Z,134622125,134622125,"@VodafoneUK Alright, tell us yours and we could surprise you with #VodafoneTreats_x000D_
_x000D_
First phone:Ericsson A1018s _x000D_
Favourite phone: Ericsson PDA P800_x000D_
First mobile game: snake ðŸ _x000D_
Favourite mobile game: Will always be snake ðŸ¤£ðŸ¤£",Mohammad Robeul Hass,"London, England",minhaj_ewu2005,alright tell us yours and we could surprise you with xd first phoneericsson as xd favourite phone ericsson pda pxd first mobile game snake xd favourite mobile game will always be snake,1
2022-03-03T10:16:00.000Z,1240000000000000000,1240000000000000000,"@suetthemam @gavin3677 @tescomobile Also @EE, they're literally using inflation as a scapegoat to raise prices mid contract.",TheRealGrumpyDad,"Staffordshire, England",TheRealGrumpDad,also theyre literally using inflation as a scapegoat to raise prices mid contract,-1.0
2022-03-02T17:42:52.000Z,24527255,24527255,"@NadiaWhittomeMP @skytv ,@ScottishPower &amp; @EE have All increased my costs in the last 2 weeks. @ScottishPower by 60%. My 12k pension meanwhile stays the same. Hearing this is a bloody disgrace.",Julybird,"England, United Kingdom",Julybird,amp have all increased my costs in the last weeks by my k pension meanwhile stays the same hearing this is a bloody disgrace,-1.0
2022-03-02T16:34:35.000Z,116534927,116534927,"An honour to be on the shortlist jury for this year's BAFTA Games @EE Game of the Year award. ðŸ†

It's the only publicly voted on award! Excited to see which game gets the vote. ðŸ™ https://t.co/UrgtFL3SnC",Ryan Brown ðŸŽ®ðŸ‡ºðŸ‡¦,ryan@superraregames.com,Toadsanime,an honour to be on the shortlist jury for this years bafta games game of the year award its the only publicly voted on award excited to see which game gets the vote,1
2022-03-03T09:25:54.000Z,175852346,175852346,"@EE, @VodafoneUK and @ThreeUK are reintroducing EU roaming fees. This means you will be charged more when you travel abroad. @O2 is not reintroducing EU roaming fees and by switching networks you could save money. Call @Comms_Connect #telecoms #mobilephones #businesstravel https://t.co/0dNPCF0t7Z",CommsConnect,London and Wigan,Comms_Connect,and are reintroducing eu roaming fees this means you will be charged more when you travel abroad is not reintroducing eu roaming fees and by switching networks you could save money call,-1.0
2022-03-02T11:17:39.000Z,202709425,202709425,"And here we go, #pricehike is starting @bt_uk and @EE have both put up their prices",Gareth,On my Motorbike or XBox,theoldbaldone,and here we go is starting and have both put up their prices,-1.0
2022-03-03T07:14:05.000Z,19621151,19621151,"And mobile phone

@EE bunging mine up by over 9% 

Itâ€™s good to not talk https://t.co/KxJdR79oOP",CheapAccounting.co.uk & TaxBootCamp.co.uk,UK,cheapaccounting,and mobile phone bunging mine up by over its good to not talk,1
2022-03-02T17:47:38.000Z,133403357,133403357,@EE And what benefit will I see from this 10% increase?,Rob king,North East,Kingrurb,and what benefit will i see from this increase,-1.0
2022-03-02T17:49:24.000Z,133403357,133403357,@EE And why dont you just say what the increase ACTUALLY is instead of trying to hide it?,Rob king,North East,Kingrurb,and why dont you just say what the increase actually is instead of trying to hide it,-1.0
2022-03-02T22:10:16.000Z,20635049,20635049,@EE any news on the internet issues in LS1 that started at 14:00(ish) today?   Still not working for me.,Dom,Leeds,Leeds_guy,any news on the internet issues in ls that started at ish today still not working for me,-1.0
2022-03-03T09:44:56.000Z,140574777,140574777,@EE any news to when the tower will be fixed for mobile phone signal at YO31 8JP ?,Filipino Chino,"iphone:53.957702,-1.082286",filipino_chino,any news to when the tower will be fixed for mobile phone signal at yo jp,-1.0
2022-03-03T07:45:35.000Z,57455758,57455758,@EE any updates on when the S22 is in stock? I pre ordered over 3 weeks ago now ðŸ˜­,Jade Gardham,Hoddesdon,Jade_Gardham,any updates on when the s is in stock i pre ordered over weeks ago now,-1.0
2022-03-02T16:07:58.000Z,1080000000000000000,1080000000000000000,@jon_trickett @EE are on the rob too with their â€˜CPI increaseâ€™ to contracts.  Everyone is taking https://t.co/wVkfQOu0WH,Ö„ÇŸÊŠÊŸ ðŸ³ï¸â€ðŸŒˆðŸ‡ºðŸ‡¦â˜®ï¸ðŸ•Š,"Edinburgh, Scotland",NomadBiker_Paul,are on the rob too with their cpi increase to contracts everyone is taking,-1.0
2022-03-02T15:38:00.000Z,73880643,73880643,@EE are you actually joking me? I signed my contact at Â£58 a month you already put it up yearly!! Think itâ€™s back to pay and you go after this contracts up!!! I thought the point in signing a contract was you sign what your happy with!! https://t.co/GpLCrLKEc6,Darcy,Hull,darc_carver,are you actually joking me i signed my contact at a month you already put it up yearly think its back to pay and you go after this contracts up i thought the point in signing a contract was you sign what your happy with,-1.0
2022-03-02T17:16:57.000Z,1190000000000000000,1190000000000000000,@EE Are you part of BT now?,Prof Mike ðŸ´ó §ó ¢ó ·ó ¬ó ³ó ¿ ðŸ‡µðŸ‡¸ Annibyniaeth,Round the world in 60 years,MikeDeadman3,are you part of bt now,-1.0
2022-03-01T22:12:35.000Z,1480000000000000000,1480000000000000000,"@BAFTA @TPOTD @kodismitmcphee @EE As a senior gay man I would just like to say what a horrible story and movie. Why do we need to propagate the ""evil gay boy"" and the ""be gay and be miserable and die because of it"" themes. Gross exploitation of gay suffering.",Abe Lincoln's great grandson,Heaven,AbeGrandson1,as a senior gay man i would just like to say what a horrible story and movie why do we need to propagate the evil gay boy and the be gay and be miserable and die because of it themes gross exploitation of gay suffering,1
2022-02-28T14:12:17.000Z,56180072,56180072,@VodafoneUK As a whole,ðŸ‡ºðŸ‡¦ Phil Swallow ðŸ¦…,"London Borough of Croydon, UK",Phil_Swallow,as a whole,1
2022-03-02T14:33:35.000Z,946000000000000000,946000000000000000,As if my monthly is going up by Â£5 a month? What in the inflation is this nonsense?! It normally goes up by Â£2-Â£3 max every yearâ€¦ @EE,Sana,"Manchester, England",SAN4AAx,as if my monthly is going up by a month what in the inflation is this nonsense it normally goes up by max every year,-1.0
2022-03-02T18:43:13.000Z,1370000000000000000,1370000000000000000,@EE Awesome ad when I don't live in Burrrmin'am.,Some dipshit,UK,NobodyN20323258,awesome ad when i dont live in burrrminam,1
2022-03-03T02:24:54.000Z,1265341932,1265341932,@KolaBokinni @VFLDN @LoopVIP @AzimMajid @EE @BAFTA @phildunster @Toheeb_Jimoh @brettgoldstein @Moe_eezy Awww Brettâ€™s smiling ðŸ˜ https://t.co/xf6wQL4nqz,Claudia Gonzales Pino (ella/she/her),"WhangÄrei, Aotearoa",FulaneDeTal,awww bretts smiling,1.0
2022-03-02T18:28:46.000Z,1410000000000000000,1410000000000000000,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP AYO MY BEST FRIEND IS A MODEL !!! https://t.co/pA5tKNfItW,em ðŸ‚,she / her 17,sprjngnelson,ayo my best friend is a model,1
2022-03-01T21:14:39.000Z,20391803,20391803,@VodafoneUK Beautiful delicate #Spring #Blossom a journey from the depths of winter to brave little bloomsâ€¦ https://t.co/hsfHQj09VC,Mark Timmins,"Galashiels, Scottish Borders",marktimmins,beautiful delicate a journey from the depths of winter to brave little blooms,1
2022-03-01T17:06:17.000Z,141015271,141015271,@VodafoneUK Because as hard as the last few years have been for many. . . Itâ€™s made us realise just how beautiful our own country is! Taken on the beautiful Isle Of Skye ðŸ´ó §ó ¢ó ³ó £ó ´ó ¿â¤ï¸ #VodafoneTreats https://t.co/nhvDGrCxgo,Donna,"Scotland, United Kingdom",Stewp67,because as hard as the last few years have been for many its made us realise just how beautiful our own country is taken on the beautiful isle of skye,1
2022-02-28T22:47:11.000Z,30430057,30430057,@VodafoneUK @VOXI_UK been trying for a few days now to change my number over from Vodafone to Voxi with absolutely no success the first half a dozen times and now I'm being told my PAC code is invalid! Why is this being difficult? I can't just switch either because I'm contract!,Jodie Emma Rose ðŸ–¤ SW TH DN,"England, United Kingdom",blondeyBoudicca,been trying for a few days now to change my number over from vodafone to voxi with absolutely no success the first half a dozen times and now im being told my pac code is invalid why is this being difficult i cant just switch either because im contract,-1.0
2022-03-02T11:41:22.000Z,374133477,374133477,@EE been trying to place an order online however it keeps saying I already have an account when I donâ€™t Iâ€™m currently with Tesco and wanting to move to EE,tracy maclure,wigan england,tracymaclure,been trying to place an order online however it keeps saying i already have an account when i dont im currently with tesco and wanting to move to ee,-1.0
2022-02-28T22:42:19.000Z,738538783,738538783,"@VodafoneUK BenQ-Siemens EF61,LG KS360,Snake,Dream Blast",catrin,United Kingdom,catfacespnfan,benqsiemens eflg kssnakedream blast,1
2022-03-01T08:26:30.000Z,3431435331,3431435331,@VodafoneUK Best food day of the year https://t.co/veBppgLgUH,Darren,"South West, England",Darrenjs68,best food day of the year,1
2022-03-02T18:28:49.000Z,973000000000000000,973000000000000000,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP bestie you look amazing ðŸ˜ŒðŸ¤š,lalis Í›ðŸ‚,a/ela/a â€¢ she/her | ðŸ‡§ðŸ‡·,philtctos,bestie you look amazing,1
2022-03-02T18:42:11.000Z,1490000000000000000,1490000000000000000,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP bestie you look so AMAZING,izz ðŸ‚,she/they,__CFSPRING,bestie you look so amazing,1
2022-03-02T11:28:56.000Z,3237366448,3237366448,"Biggest shoutout to @tomwarren whose tweet just finally let me find PS5 stock on @EE. Costs spread over 11 months too, which is lovely. https://t.co/n9wgmELyqf",Ilyas Kanapyanov,"London, England",ikanapyanov,biggest shoutout to whose tweet just finally let me find ps stock on costs spread over months too which is lovely,1.0
2022-03-01T22:13:31.000Z,21499904,21499904,"@EE Bit parsimonious with the data for that much, though it'll probably be Â£52 a month before I've finished writing this tweet #greedy",âš½Russell CoxðŸ’™,"Adams Park, High Wycombe",RussWWFC,bit parsimonious with the data for that much though itll probably be a month before ive finished writing this tweet,-1.0
2022-02-28T18:20:56.000Z,1020000000000000000,1020000000000000000,"@VodafoneUK Blackberry _x000D_
My new S22 Ultra! (On Vodafone ðŸ˜‰)_x000D_
Snake_x000D_
Tetris_x000D_
#VodafoneTreats",ðŸ’œ Geri Gregg ðŸ’›,"Chester, England",georgiedreams,blackberry xd my new s ultra on vodafone xd snakexd tetrisxd,1
2022-03-02T12:14:57.000Z,130172661,130172661,"@ShuterRob #MWC22 @BTBusiness @EE brilliant presentation and discussion about the future of education leveraging 5G, public and private collaborations. Strong aligned ambitions for inclusion and levelling up. https://t.co/H0Ww700LnZ",Sally Fuller,London,sallyfuller,brilliant presentation and discussion about the future of education leveraging g public and private collaborations strong aligned ambitions for inclusion and levelling up,1
2022-03-02T14:55:46.000Z,237240888,237240888,@EE Broadband. The one where you are raising the price. I powered down the router for a few minutes and speed was improved. This happens frequently. But why? https://t.co/LlhqPBJL46,Chris Jones,County Down UK,ChrisJonesBiz,broadband the one where you are raising the price i powered down the router for a few minutes and speed was improved this happens frequently but why,-1.0
2022-02-28T19:10:32.000Z,379071850,379071850,"@VodafoneUK Bt cellnet phone, Nokia 3210, snake, pokemon go",Nimal Patel,Dudley (MBC),nimal_patel,bt cellnet phone nokia snake pokemon go,1
2022-03-02T15:03:15.000Z,31836472,31836472,"@TrixDnB @EE @ThreeUK @TheO2 Bugger!
The problem is, EE Â£21 but 3 is only Â£12 for the same package. The misses is with o2 and seems happy with them. Â£107 a year saving will help go towards my Â£860 6 month increase for gas/electric ðŸ˜‚",Mr Paul Callaway,"Horley, Surrey, England",PaulUKTweeting,bugger the problem is ee but is only for the same package the misses is with o and seems happy with them a year saving will help go towards my month increase for gaselectric,-1.0
2022-02-28T20:07:57.000Z,616328978,616328978,@VodafoneUK Business customer service was so not great. How many words essay does your agent writes? First day and not a good start. https://t.co/H2JPRhk2J4,Rohan Ataa,"London, England",RohanAtaa,business customer service was so not great how many words essay does your agent writes first day and not a good start,-1.0
2022-03-02T12:15:26.000Z,241442005,241442005,@EE But almost double inflation is pushing it.,Colin Fensom,Kent,fence79,but almost double inflation is pushing it,-1.0
2022-03-02T08:00:43.000Z,2172691,2172691,@GadgetsBoy @VodafoneUK c r i s p,James Whatley,London,Whatleydude,c r i s p,1
2022-03-02T15:02:59.000Z,1130000000000000000,1130000000000000000,@EE can fucking do one after my current contact expires. I signed a contract for Â£41 a month not Â£44.89 that they are increasing it to at the end of March. I'm going sim only.,John Bowman,Measham Leicestershire England,JohnBow97215550,can fucking do one after my current contact expires i signed a contract for a month not that they are increasing it to at the end of march im going sim only,-1.0
2022-02-28T14:01:12.000Z,831493902,831493902,@VodafoneUK can you please give me the right  ref number as fed up with going throw this stuff,Brian,ESSEX,Brianhagon,can you please give me the right ref number as fed up with going throw this stuff,-1.0
2022-03-02T20:07:24.000Z,1490000000000000000,1490000000000000000,@EE  can you reply to my DM please thanks,Big Man Ry,"Sheffield, England",owlsfan4eva1991,can you reply to my dm please thanks,-1.0
2022-03-01T23:21:18.000Z,20170689,20170689,@VodafoneUK Can you tell me why these are exactly the same for new and existing customers... so much for loyalty. Also the same airtime plan is Â£17 on an s21... #somethingfishy https://t.co/benHUY19sA,Lauren Holmes,"Boroughbridge, England",Lozabel,can you tell me why these are exactly the same for new and existing customers so much for loyalty also the same airtime plan is on an s,-1.0
2022-03-02T17:43:49.000Z,174432958,174432958,@BAFTAGames @EE Can you vote if you're outside of UK? It's not working for me.,Sofi ðŸŽƒ,Black Lives Matter,legendofsofi,can you vote if youre outside of uk its not working for me,-1.0
2022-02-28T15:58:53.000Z,276801184,276801184,"Can't actually believe the prices of upgrades of mobile phones. _x000D_
Absolutely no bonus for being a loyal customer for over 10years never missing a payment of Â£40+pm @VodafoneUK Outrageous",Michael'MUFC'Wilson,Wirral ,Michael_JWilson,cant actually believe the prices of upgrades of mobile phones xd absolutely no bonus for being a loyal customer for over years never missing a payment of pm outrageous,-1.0
2022-03-01T17:20:13.000Z,223664202,223664202,@VodafoneUK Can't beat a hike with the family. Or the way my daughter looks at her mom. Happy day for all #VodafoneTreats https://t.co/rwtJ96WLQx,Dan Burns,"Wednesbury, West Midlands",DanBurns91,cant beat a hike with the family or the way my daughter looks at her mom happy day for all,1
2022-03-02T13:18:30.000Z,2579896293,2579896293,"@EE can't believe the difference between Bt and ee. After swapping to ee I've 4g everywhere. Only downside was me fixing something their techs couldn't so thanks to Google. Had no data signal as the apn  wasn't being done auto, as 2 be done manually.",JAMES,"Cornwall, England ",jamesJRTerrier,cant believe the difference between bt and ee after swapping to ee ive g everywhere only downside was me fixing something their techs couldnt so thanks to google had no data signal as the apn wasnt being done auto as be done manually,-1.0
2022-02-28T17:20:25.000Z,697000000000000000,697000000000000000,"@VodafoneUK Can't remember the name but very basic but super cool back then. 
BlackBerry
Snake
Farmyard heros",Jillian Whitehead,Perth,Jill_W7,cant remember the name but very basic but super cool back then blackberry snake farmyard heros,1
2022-03-01T22:15:40.000Z,1974244957,1974244957,"@EE care to explain how you think you are justified in increasing a phone contract by 9%??? The contract is 2 months old, 22 months to go!! I will be seeking advice on this. #greedy #scandalous #daylightrobbery https://t.co/MR4mzvH7O2",Clair Louise Davies,"Guisborough, England",ClairDavies78,care to explain how you think you are justified in increasing a phone contract by the contract is months old months to go i will be seeking advice on this,-1.0
2022-03-02T18:54:53.000Z,32124448,32124448,Cat with nine lives springs to mind - somehow served a hangover after another top bash by the legends at @EE @BAFTA and @VanityFair ðŸ¥‚ https://t.co/JlmAAYWX7d,Jack Hardwick,London,jackhardwick93,cat with nine lives springs to mind somehow served a hangover after another top bash by the legends at and,1
2022-03-02T12:38:07.000Z,146419803,146419803,Cheers @EE raising phone bills by almost 10%. I donâ€™t recall having a payrise to cover inflation let alone extra on top. Will definitely be changing contracts when mine ends. #ripoff #nocustomercare #ee https://t.co/HwjRFtn1mL,Samantha Farley,West Bromwich,samfarleyOTA,cheers raising phone bills by almost i dont recall having a payrise to cover inflation let alone extra on top will definitely be changing contracts when mine ends,1.0
