tweet_id,user_id,created_at,tweet,username,name,location,tweet_type,replied_to_id,label
1504395380586340000,563148431,2022-03-17T09:53:03.000Z,@bt_uk No it's both. The fibre to property isn't giving the 1gb it's supposed to and the voip phone is connected to the hub but states cannot make calls. Hub shows call options greyed out,WelliXL,WelliXL,"Surrey, England",replied_to,1504393729435710000,-1
1505112380480620000,970524464,2022-03-19T09:22:09.000Z,"@bt_uk So let me get this straight, I have unlimited broadband at massive cost which my phone now uses to call but I still have to pay for them calls?  But I can use Wi-Fi calling on my mobile as included in the package at no cost?",almacleod79,Al,,replied_to,1504531022599310000,0
1503768626633090000,18924867,2022-03-15T16:22:33.000Z,@bt_uk Thank you. When I placed the order I remember ticking the box to keep current number.,TomChap,Tom Chapman 💙🇪🇺🇺🇦💛,"Bath, UK",replied_to,1503765564430460000,0
1505571688179770000,19645453,2022-03-20T15:47:17.000Z,@VodafoneUK I'm so happy when I get a chance to look at the moment I am not sure if you have any questions,CyberMaxpower,//\477 🏴󠁧󠁢󠁥󠁮󠁧󠁿,"the universe milkyway galaxy ",replied_to,1505484294088640000,1
1503781167996330000,118750085,2022-03-15T17:12:24.000Z,"@mrpaulk Hi Paul. 

We tell customers clearly at the point of sale when, and how any price rise will be calculated by how much, we will increase their prices, whether that’s because they’re joining as a new customer or renewing their package with us, and be that on the (1) -Olivia",BT,BT,UK,replied_to,1503779734471290000,0
1504856321623040000,15223684,2022-03-18T16:24:40.000Z,"@EE It's all the spam HMRC calls. All from 07531 prefix numbers,  so I answer it thinking it's someone's mobile.",annaonthemoon,Rebecca J Lockley 😷 | 👻🕯🖖🏻 🇪🇺,"Lincoln, UK",replied_to,1504830156258650000,-1
1503785797908050000,22173832,2022-03-15T17:30:47.000Z,@VodafoneUK #dreamholiday I’m going to become a pro skater in Australia 🇦🇺😂,KatieVGingell,💃🏻 Katie Gingell 💃🏻,"Bristol, England",replied_to,1503778049203920000,1
1494760648932220000,7117212,2022-02-18T19:48:04.000Z,"@TimboKey amongst other key points, are called out.

All customers will receive a price rise notification informing them of the increases and what it means for them, from 31st Jan. (3/3) -Olivia",EE,EE,UK,replied_to,1494760599363940000,-1
1505575263307980000,616265884,2022-03-20T16:01:29.000Z,@EE https://t.co/8O7sX4nqAa,johnlbellblog,John  L Bell,,quoted,1505201761979610000,0
1503784710463450000,1494986771985310000,2022-03-15T17:26:28.000Z,"@hrw @bt_uk @EE @O2 @VodafoneUK @Verizon @TelekomSK @TMobilePolska @vodafonebuzz STOPP AMHARA GENOCIDE IN ETHIOPIA EVERY SINGEL DAY INNOCENT PEOPLES BEING KILLED BECAUSE OF THERE ETHNIC JUSTICE FOR INNOCENT AMHARA PEOPLES 
AMHARA LIFE MATTERS 
AMHARA LIFE MATTERS
TPLF ONEG IS TERRORIST GROUPS https://t.co/lfaqtm0qBU",SadeMustafa2,Sade Mustafa,,replied_to,1503764279488610000,-1
1504372515195470000,222779550,2022-03-17T08:22:12.000Z,Things you thought you'd never say: I've just had a very swift and helpful interaction with the customer service bods at @bt_uk. Fair play to them! https://t.co/gDmiP0nL9M,nickfshort,Nick Short 🇺🇦,"Bath, England",Original_tweet,Null,1
1504827390815520000,226314902,2022-03-18T14:29:42.000Z,@VodafoneUK I have never in all the 15 plus years with Vodafone experienced such bad customer service. I am appalled and rather angry. I have been a customer for a long time and you always give excellent customer service until today!,AviatressMiles,Aammanda,Europe,Original_tweet,Null,-1
1504386702168810000,390325144,2022-03-17T09:18:34.000Z,@VodafoneUK April in the Hawaii  - Fantastic #VeryMeRewards  #DreamHoliday,deanwilloughby,Dean Willoughby,,replied_to,1503778049203920000,1
1504568842923750000,251126481,2022-03-17T21:22:20.000Z,@bt_uk,drmick12345,Chris Allen,"Watford, East",Original_tweet,Null,0
1504823939721310000,53629586,2022-03-18T14:16:00.000Z,@EE Done!,steverichgeog,Stephen Richards,"Weymouth, England",replied_to,1504823240375640000,1
1503747036339970000,29091543,2022-03-15T14:56:46.000Z,@bt_uk No was just not coming up for 30 mins - seemed to have rectified now - a glitch in the system! Thanks Laura,Lovelivemusicuk,Sally J Freeman,London,replied_to,1503740565564930000,1
1503801061932420000,1370001108,2022-03-15T18:31:27.000Z,@VodafoneUK France to become a pro skater haha #VeryMeRewards,mummyandmex2,Jade Rice,uk,replied_to,1503778049203920000,-1
1504499912725180000,118750085,2022-03-17T16:48:26.000Z,@johnward1992 Sorry John if it's an afternoon slot it's anywhere between 1pm and 6pm for them to arrive. ^Dee,BT,BT,UK,replied_to,1504499625528600000,-1
1505828185535090000,352710204,2022-03-21T08:46:31.000Z,"@bt_uk prob end up having to do that good idea , not chatted with phone bot for awhile be nice to hear her voice again",itsmeitsmeandy,AM,Manchester,replied_to,1505826499789740000,0
1505831527090990000,940345362409279000,2022-03-21T08:59:47.000Z,"Exciting! @VodafoneUK will work alongside Emma Raducanu as an ambassador for 'Play Your Way to Wimbledon’, working with the LTA to help inspire future tennis stars https://t.co/S3AN0b81Qn https://t.co/6khggmtk7G",barrientos_pena,Isabel Pena Barrientos 💙,"England, United Kingdom",Original_tweet,Null,0
1504803238016660000,7117212,2022-03-18T12:53:44.000Z,"@Paula_Griffin65 Also, your postcode has been posted publicly, for security you may want to remove this and send it over via DM. 2/2 - Rachel https://t.co/m14c5xhQi0",EE,EE,UK,replied_to,1504793576047270000,0
1505990147673840000,1094316509273470000,2022-03-21T19:30:05.000Z,"@bt_uk Fair enough Aideen. I appreciate the will on your part but I’ll leave it. With my job (NHS) I can’t run the risk of not having full service connection. All the best, Charlie",CharlieKChats,Charlie,,replied_to,1505989078172450000,1
1505457819654500000,796765428,2022-03-20T08:14:48.000Z,@EE Do you think you could not raise my bill by almost 10% please?? As theres still many places i still don’t get service therefore its not worth it oh an not to mention theres a cost of living crisis going on at the moment thanks EE!,RobBradbrook,RB | DRONE | MEDIA,"Essex,England",replied_to,1505454095230030000,-1
1504396816510560000,712524139,2022-03-17T09:58:46.000Z,"I cannot believe the shocking decline of customer service from @bt_uk 
Nearly a year of having their ""super fast fibre"" and its been slower and more unstable than the copper wiring. Add the ineptitude of the @WeAreOpenreach engineers, I can see why people use mobile broadband.",tonio_bonehead,Tony O'Rourke,Essex England,Original_tweet,Null,-1
1503723794829120000,20678384,2022-03-15T13:24:25.000Z,"@ladyvaio Hi Donna 👋 I'm sorry to hear that you've had issues with your new phone, I can only imagine how frustrating this must be 😞 If you've since sent the phone off for repair, our repair centre will work around the clock to get it fixed and retured to you ASAP. Ryan",Vodafone,Vodafone,UK,replied_to,1503721784541130000,0
1505976727532680000,733465814,2022-03-21T18:36:46.000Z,@helloimnicholas @O2 @EE https://t.co/4SA5P5ZuMn,TootinandBeepin,Adam Harvey 💙,United Kingdom,replied_to,1505963668340680000,0
1505845014584300000,1467972406467870000,2022-03-21T09:53:23.000Z,"@EE The redish/burgundy colour, s22 ultra and the 200 storage can't remember fully the storage number but the middle one, and Retford",Mufc__Jon,Jonny,W15,replied_to,1505844626548310000,-1
1504529867521540000,20678384,2022-03-17T18:47:27.000Z,"@MohamedMuraj Hey there! You can check for any problems via our Network Status Checker here: https://t.co/HxYb6JxM9M Simply pop in your postcode, select your frequency (3G/4G/5G) and then zoom out to check your expected coverage and any potential issues. Let us know how you get on. Danny K",Vodafone,Vodafone,UK,replied_to,1504529034922930000,0
1501914733548560000,20678384,2022-03-10T13:35:51.000Z,"@Kicia77 Hey Daria, hope you're well. This isn't how we want our customers feeling. We're wanting to turn this around for you. Please send us a private DM with a few more details of your query, and your full postcode so that we can investigate further 🔎 Saf
https://t.co/zZC6gSR1Ak",Vodafone,Vodafone,UK,replied_to,1501911440202030000,-1
1505507663446270000,42200662,2022-03-20T11:32:52.000Z,@VodafoneUK I’m so happy when I have a look at the moment and I will look into the other day and get back to you on the beak of the course all next week too as I am currently working on the project so I will be back on Tuesday and Tuesday next week for the rest of the week and the rest,itsjasonwhite,ⒿⓌ,London UK,replied_to,1505484294088640000,1
1505221115966330000,149274852,2022-03-19T16:34:14.000Z,@bt_uk what has happened to your customer service? My broadband is down due to a broken drop wire caused by @WeAreOpenreach engineer fixing a drooping drop wire next door. Appointment 15th no show. OK now 17th. No show. 18th no show! Sir defo 19th...16.30 now and guess what!!,largerbaloo,David Yardley,"Croydon, London",Original_tweet,Null,-1
1504157634416550000,1065627500775120000,2022-03-16T18:08:20.000Z,@10DowningStreet📢@GOVUK censor-theres a D-Notice on my story-the journalist whose @NHSuk bloods are doctored #defamed then sectioned the day #RussiaReport published 21 July 2020-Tribunal #corrupted but released 3 Aug 2020 with reams of sadistic defamatory notes.@UN @BBCNews @CNN https://t.co/hgL0IOcNZV,SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,quoted,1503702585252970000,-1
1505487584981660000,305628783,2022-03-20T10:13:05.000Z,@VodafoneUK Springtime walks with my gorgeous girl - her favourite pastime is waving to all the doggies 🐶 https://t.co/HvL7MRsv8P,pinkprincesskap,🏴󠁧󠁢󠁳󠁣󠁴󠁿💖 Kelly Paterson 💖🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Edinburgh, Scotland",replied_to,1498704627000230000,1
1506019098119250000,1500487483850730000,2022-03-21T21:25:08.000Z,@EE any reason I’m not getting any coverage on my phone? No bars since morning.,TJF_92,TJF,,Original_tweet,Null,-1
1503340989552940000,14336263,2022-03-14T12:03:17.000Z,"@VodafoneUK Trying different answers eventually elicits ""If you’ve tried all of the above ... &lt;please speak to an adviser&gt;"" which links to a page - that then directs you back into the TOBi automated advisor

Hey @VodafoneUK, how the &lt;mildly_bad_word&gt; do I login to my vodafone account?",abs0,David Brownlee,"London, UK",replied_to,1503339517591410000,0
1503807861473780000,54234636,2022-03-15T18:58:28.000Z,@VodafoneUK Spain to feed the pigeons! Probably had worse holidays! 😂 #dreamholiday,lauislucky,LAURA DAVIES,UK,replied_to,1503778049203920000,-1
1504506507676860000,103928905,2022-03-17T17:14:38.000Z,"@bt_uk Apparently, I will receive a call tomorrow morning to see how the changeover has gone.",OO09ARB,Andy Bramley,England,replied_to,1504506154340260000,-1
1498726598937350000,1346747898525050000,2022-03-01T18:27:20.000Z,"@bt_uk wow. Great service. Nothing from you since the 21st Feb except a bill! 

This is your ‘guaranteed’ WiFi!!! 

#lies https://t.co/8WSf8LDO2c",someotherfella1,ToriesLie,"Dungannon, Northern Ireland",Original_tweet,Null,1
1504732021213570000,7117212,2022-03-18T08:10:45.000Z,"@KhanCatOfficial Hiya Khan :) How are you? I always want you to be getting the best connection as I know it's important. I can certainly take a look at this and find out what's going on. Can you pop me a DM with your postcode and mobile number, please? -Kelsey https://t.co/m14c5xhQi0",EE,EE,UK,replied_to,1504583842652430000,1
1505932359757190000,208860873,2022-03-21T15:40:28.000Z,"&amp; its hurting my head it's the strangest humming deep pressure on my head its causing me more head aches &amp; migraines that's causing the flashes in my sight , I have no where else to go it's all day &amp; night can't sleep got me daughter to care for &amp; I'm losing my mind",Clarty81,Clarity ♒ Truth sets us 🆓,"England, United Kingdom",replied_to,1505932357420870000,-1
1504784122035780000,7117212,2022-03-18T11:37:46.000Z,"@SpaceEvie Thanks Evie, you too. And I hope you have a lovely weekend 😊 -Bob",EE,EE,UK,replied_to,1504783094397740000,1
1503807482426430000,827646397,2022-03-15T18:56:57.000Z,@VodafoneUK Bungee from a 300ft crane in Australia #dreamholiday,kloubear88,Kirsty Lou,"Chesterfield, England",replied_to,1503778049203920000,0
1505922917183500000,109924051,2022-03-21T15:02:56.000Z,@EE Have done - thank you,Claytoncast,Paul Clayton.,"London, England",replied_to,1505898178436120000,1
1506019622625100000,1444661386626400000,2022-03-21T21:27:13.000Z,My broadband connection has been dropping having to restart my hub every other day now @EE not a happy bunny to be honest 🙄🙄,Cinders12345678,✨🌟Cinders 🌟✨,,Original_tweet,Null,-1
1503829254450160000,443273310,2022-03-15T20:23:28.000Z,@VodafoneUK I'll be wresting ardvarks in Greece #DreamHoliday #verymerewards,Flufibunny,Flufibunny,Manchester,replied_to,1503778049203920000,0
1504075722796810000,356896236,2022-03-16T12:42:51.000Z,"What a morning at #TechIndustryGoldLive - thank you to our speakers from @bt_uk Amy Caton &amp; Matt Wallwork, Danny Manu @mymanuofficial @naomitimperley and of course our host TechSkills CEO @KellyNi52521935 

The afternoon see a workshop from @Capgemini and Tech Titans Competition https://t.co/PRTNOtOfWX",techskillsorg,TechSkills.org,"10 Saint Bride, London",Original_tweet,Null,1
1505922328554840000,317121765,2022-03-21T15:00:36.000Z,@EE Hello !!!!!!!!,Smooth2014,Lee Morley,London,Original_tweet,Null,1
1504164653060050000,20657457,2022-03-16T18:36:13.000Z,@VodafoneUK @O2 @ThreeUK @TMobile if I buy a contract today at say £40 a month will this rise by the rpi next month?,NouCampyFTW,Nou Campy FTW!,Dundee,Original_tweet,Null,0
1505969779680720000,357165279,2022-03-21T18:09:09.000Z,@StaceyGriffin @EE Never had problems with 3 💪,madebyclancy,Jack ⚫⚪,,replied_to,1505869048965380000,1
1504876220198140000,118750085,2022-03-18T17:43:44.000Z,"@JPrest0 Sorry to hear that, are there any faults listed here for your area - https://t.co/MzA036xsMJ ^Dee",BT,BT,UK,replied_to,1504875089615110000,-1
1504776578441650000,578847558,2022-03-18T11:07:48.000Z,"@EE My DD has been taken and it appears that I've been charged £6.95 delivery due to completing the upgrade over the phone, I only called because the #MYEE System wouldn't allow it. charging me for your system errors seems very unfair!!",ItsJamesPowers,James 🇬🇧 🇺🇦,Here and There,Original_tweet,Null,-1
1504895093182010000,1214933654557860000,2022-03-18T18:58:44.000Z,"@EE My issue here is with the clearly planned and acceptable inconvenience.

Have to ""claim"" the headphones that come with my phone... annoying... you send phones to the shops...send the headphones. 

Then activate an Esim via a clearly understaffed and useless call centre in Mumbai!",ScottPryde3,Scott Pryde,,replied_to,1504869193535140000,-1
1504894232640770000,802381212,2022-03-18T18:55:19.000Z,@FrimblesFarm @VodafoneUK 4G backup too?,engcountrylife,English Country Life,England,replied_to,1504890963650560000,0
1504510636881060000,1268872574093620000,2022-03-17T17:31:02.000Z,"@bt_uk Just popped me off hold to put me on hold again without talking for a second time. He hasnt returned back on the line. 

Why is it so difficult to get this sorted?",conal007,WarmConal007,Northern Ireland,replied_to,1504510317140890000,-1
1505289287994160000,234330157,2022-03-19T21:05:07.000Z,@EE I made a mistake in switching from @EE to @ThreeUK 3G/4G/5G is so unreliable!! will hopefully be able to switch back,warzski,Warren,Birmingham,replied_to,1496449800065200000,-1
1505485478581130000,1280020561654150000,2022-03-20T10:04:43.000Z,"@EE have a new plan which I thought had free Apple music, on my account it says data has soc??? Not working on the app",DanielM29708671,Dan Meredith,,Original_tweet,Null,0
1504783893383290000,120457256,2022-03-18T11:36:52.000Z,@EE Hi Chris its not just me its everyone since you put the price up by nearly 10%. Just imagine the kudos if EE said we have decided to cancel the increase this year as everyone has higher bills..,mng321,martyn,United Kingdom,replied_to,1504769135695350000,-1
1505518484331110000,7117212,2022-03-20T12:15:52.000Z,"@repd1975 Hi Robert, thanks for getting in touch. I hope you're well.  It can take up to 48 hours for that to become available once you've topped up. Has it been over that time yet? -CS",EE,EE,UK,replied_to,1505480865962510000,0
1504742900239950000,2404728442,2022-03-18T08:53:58.000Z,@bt_uk you are an absolute joke. Just upgraded my fibre to a better package with you and am being told I am unable to add a monthly pass for BT Sport to watch UFC London because of it. You are literally sending a new hub out! Absolutely appalling service!,aseddon9463,Andy Seddon,"North West, England",Original_tweet,Null,0
1504226997521760000,150823066,2022-03-16T22:43:58.000Z,"V&amp;M Tawroginski Property Maintenance &amp; DIY! 🛠️👌🏠🚐 🙂 #windsor
Property maintenance. 🖌️🪜🧰🧭
 Large and Small Projects! 🚐🛠️ #handymanservices #diy #propertymaintenance #propertyinvestment #propertyservices ✅ @vodafoneuk ☎️ @renaultuk 🚐 #renaulttrafic @samsunguk 📱 #s21plus https://t.co/89E5oDgFz9",Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,Original_tweet,Null,0
1504835296961220000,7117212,2022-03-18T15:01:07.000Z,"@Punkdude1981 Hi, Dan. I hope you are well today. I know you will be eager to get your new phone. If you pop me a DM with your full name and number I can see if there are any updates for you. - Sarahjane",EE,EE,UK,replied_to,1504832810431000000,0
1498717329911440000,7117212,2022-03-01T17:50:30.000Z,"Our monthly price has never been lower on the Samsung Galaxy Watch4. Plus, claim a £50 Google Play Voucher. Get yours now for only £16 per month, £0 upfront on a 4GB plan.",EE,EE,UK,Original_tweet,Null,1
1504791184039940000,1383928988440010000,2022-03-18T12:05:50.000Z,@EE I'm unable to top up my phone. Is there ongoing issue?,Jason_kjay,jay,"London, England",Original_tweet,Null,-1
1504152767555910000,20678384,2022-03-16T17:49:00.000Z,"Which of the new emojis are you?

We’re all about that glitter ball. https://t.co/YD18MId0H9",Vodafone,Vodafone,UK,Original_tweet,Null,0
1505163817285790000,1207730341508730000,2022-03-19T12:46:33.000Z,@bt_uk my mum has BT FTTP and her house has been destroyed in a fire. House will not be habitable from anything from 3 months to a year. Currently in temp accommodation. What can be done regarding the account?,adarrenbilivit,"Dazzlejeuse, Dazzlejeuse, Dazzlejeuse",,Original_tweet,Null,-1
1505211967702770000,1080072106841440000,2022-03-19T15:57:53.000Z,@EE rest pinball machines others like YouTube soundcloud Spotify avarify story saver and WOMBO don’t use plus offroad outlaws I do those also rec Room have sort this Monday into story pay those rest April some those pinball machines pay those Monday rest April,ConjuredRundown,Andrew Farrugia,Edmonton Brighton,Original_tweet,Null,0
1496791394735770000,7117212,2022-02-24T10:17:32.000Z,"When it counts you can count on EE, we’re more reliable in Leeds than O2 &amp; Three",EE,EE,UK,Original_tweet,Null,0
1505851110917120000,405778672,2022-03-21T10:17:36.000Z,"@EE still waiting for a response to my new phone delivery. Expected Friday. Sent to #coop and tampered with, opened in store with staff. Great can of #pepsi in its place. Still nothing from #ee just hours spent on phone. https://t.co/OLBq4i3zvq",Michellerodge,Chelley Beans,"Essex, UK",Original_tweet,Null,-1
1504511307768340000,2968265980,2022-03-17T17:33:42.000Z,@fkacass @bt_uk I honestly don’t know. It’s madness.,FMDoop,Doop,doop@5starpotential.com,replied_to,1504510938963230000,-1
1503800113587790000,70211590,2022-03-15T18:27:40.000Z,@VodafoneUK # make friends with a beer 🍺 g,craigy2,Craig's,"Scotland, United Kingdom",replied_to,1503778049203920000,1
1504415214862840000,753397623118258000,2022-03-17T11:11:52.000Z,"Now30, nearly 40 mins on hold to @VodafoneUK trying to sort out a problem THEY caused and potentially leaving me without internet. 
Great service here guys! Wouldn’t take nearly as long if I was wanting to purchase a service https://t.co/OovTr1whdM",uberbounty,uber,,replied_to,1504409607439020000,-1
1505960917246300000,168327303,2022-03-21T17:33:56.000Z,@helloimnicholas @Medic_Russell @O2 @EE https://t.co/96UPyLgLbs,DrIpFeed4,Keith Ip,"Scotland, United Kingdom",replied_to,1505947615413820000,0
1505523060484580000,70805270,2022-03-20T12:34:03.000Z,@VodafoneUK I'm so happy when I get a chance to share with you and your family and friends for a while to get the latest flash player is required for video playback is unavailable right now because this video is not available on this device is not available on this device is not available on,naughtyrob0t,Naughtyrobot,naughtyrobott@gmail.com,replied_to,1505484294088640000,-1
1505575406837060000,616265884,2022-03-20T16:02:03.000Z,@EE https://t.co/8O7sX4nqAa,johnlbellblog,John  L Bell,,quoted,1505201761979610000,0
1504726609777030000,244264886,2022-03-18T07:49:14.000Z,@bt_uk That seems to be my #btsport service ended….so why am I charged up to 10th April? I understand if this is going to be refunded but seriously a company like #bt have a system like this?,Sloanaldo,Stephen Sloan,,replied_to,1503507360010200000,-1
1505181607040360000,118750085,2022-03-19T13:57:14.000Z,"@Darren6270 No, not for BT Sport as you don't have to register what devices can log in. ^LauraG",BT,BT,UK,replied_to,1505181246825050000,0
1504525153937630000,17961773,2022-03-17T18:28:44.000Z,"@bt_uk 
My housebound frail elderly mother's landline has not worked since 21st Feb. She relies on it as only means of communication &amp; for lifeline in case of fall. Despite many promises and missed deadlines I'm now told it will be fixed 4th April! Six weeks! Cont.",zenabee,Aspires to be Barbara but may actually be Margo,Chester,Original_tweet,Null,-1
1505904767335340000,18689388,2022-03-21T13:50:49.000Z,"@BrightKnight15 @Offcom @Number10press @VodafoneGroup @O2 @EE @ThreeUK Hi there, improving mobile coverage is a priority area for Ofcom. This work is ongoing and you can find further information regarding this in our proposed plan of work for 2022/2023 here: https://t.co/0OP0wziGkk",Ofcom,Ofcom,UK,replied_to,1505256111934480000,1
1504161335948550000,1045302334987720000,2022-03-16T18:23:03.000Z,@VodafoneUK Gotta be the low battery. We can sort that out in just 17 minutes,XiaomiUK,Xiaomi UK,United Kingdom,replied_to,1504152767555910000,1
1504056341421240000,815997949289304000,2022-03-16T11:25:50.000Z,"One week to go til #CreditSummit22. Come and meet the Flexys team on Stand No.1 and don't miss our panel discussions with @thameswater, @bt_uk, @DwrCymru and @oodlecarfinance.
https://t.co/533fKMnSXj https://t.co/Of5qTUoO3k",flexys_uk,Flexys,"Bristol, England",Original_tweet,Null,1
1504574896973690000,150823066,2022-03-17T21:46:23.000Z,"V&amp;M Tawroginski Property Maintenance 🛠️👌🏠🚐 🙂🖌️🪜🧰🧭starting stone patio in Wraysbury
 Large and Small Projects! #handymanservices #propertymaintenance #propertyinvestment #propertyservices ✅ @vodafoneuk ☎️ @renaultuk 🚐 #renaulttrafic @samsunguk📱#s21plus https://t.co/DQI0dSO9fy",Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,Original_tweet,Null,0
1503451536957000000,20678384,2022-03-14T19:22:33.000Z,"@JCeoltaSmith As Mo previously mentioned, we would love to get your issue resolved. If you would like us to look into this for you over social media, please drop us a DM to with your name, number and query so we can help 🙂 Select 'Get Started' and 'Asked to DM' when you come through. Steph https://t.co/zZC6gSR1Ak",Vodafone,Vodafone,UK,replied_to,1503448980327440000,1
1504509550573020000,747670118,2022-03-17T17:26:43.000Z,Phone scammers on a prowl again #Shetland @bt_uk land-line scam.,LeedsInShetland,Si,"Vagr, Nordlige Øer og Ǫmstr",Original_tweet,Null,-1
1505196703774820000,118750085,2022-03-19T14:57:14.000Z,@BuffyIles I'm sorry that happened. The team dealing will get the new order placed and I'm sure they will be able to get it at the original price. They may need to wait for the order to complete to do this. ^Kevin,BT,BT,UK,replied_to,1505196159060650000,-1
1505655419418650000,118750085,2022-03-20T21:20:00.000Z,@BistoSkids Sorry to hear you`re having problems. Text FIX with your landline number &amp; Social Media username to 61998. This will automatically run tests on your line and if it doesn’t fix your issue then we'll be in touch. (Texts are free unless you are on Virgin mobile). ^Sian- BT_UK Team,BT,BT,UK,replied_to,1505634192012550000,-1
1504790565455610000,74494561,2022-03-18T12:03:23.000Z,"Local “free” WiFi *much* slower than @EE on #4G. Looking forward to #5G coming to #Harrogate town centre!
@Speedtest https://t.co/VxDZAt79J6",davidsilkstone,David Silkstone,"Harrogate, North Yorkshire. UK",Original_tweet,Null,-1
1505167206216310000,118750085,2022-03-19T13:00:01.000Z,"We're here to help, pop over a DM with any queries you may have!",BT,BT,UK,Original_tweet,Null,1
1503834373384250000,118750085,2022-03-15T20:43:49.000Z,"@rnevitt Hi Robert

Sorry to hear this. 

Can I ask for a little more info regarding this error code please?

Is it relating to BT Sports ? ^Anthony",BT,BT,UK,replied_to,1503827709331390000,1
1505500954296170000,228648524,2022-03-20T11:06:13.000Z,"@bt_uk
 hey, what are you doing? Have I been swapped onto the dodgy pair again? think I won't notice? Put me back on a pair that does what I pay you for!! (and don't offer to put me on mobile BB, this area is an EE black hole) #btbroadband #btispants https://t.co/qNLLygrFec",edwardsgwen,Gwen,"Bristol, England",Original_tweet,Null,-1
1505847816991790000,7117212,2022-03-21T10:04:31.000Z,"@ClareinDxb Hiya, Clare. I hope you've had a lovely weekend 😊

I'd love to help you get your voicemail set up. Just to check, if you text 'VM ON' to 150, what response do you get back? -Georgia",EE,EE,UK,replied_to,1505816787937550000,0
1505463258622350000,20678384,2022-03-20T08:36:25.000Z,"@ShaqLeBongo Hi, Depending on when you took your Airtime plan, this would determine what kinda roaming deal you have. This can be found by visiting 👉 https://t.co/bYI0EKLSFW. Richie",Vodafone,Vodafone,UK,replied_to,1505460299666800000,0
1505095476156290000,29815488,2022-03-19T08:14:59.000Z,Slightly sad that @EE wifi calling not available at Morrison's Coventry https://t.co/UaJqe5ssUo,NeilTrangmar,Neil Trangmar,Meriden (UK),Original_tweet,Null,-1
